date,t2m,prectotcorr,country
2015-01-01,11.73,0.0,All
2015-01-02,12.3,0.0,All
2015-01-03,12.49,0.0,All
2015-01-04,14.08,0.0,All
2015-01-05,14.06,0.0,All
2015-01-06,14.26,0.0,All
2015-01-07,14.37,0.0,All
2015-01-08,14.18,0.0,All
2015-01-09,13.89,0.0,All
2015-01-10,14.25,0.04,All
2015-01-11,13.98,0.07,All
2015-01-12,14.27,0.04,All
2015-01-13,13.75,0.02,All
2015-01-14,13.81,0.0,All
2015-01-15,14.05,0.0,All
2015-01-16,13.73,0.0,All
2015-01-17,14.63,0.01,All
2015-01-18,15.58,0.05,All
2015-01-19,15.22,1.27,All
2015-01-20,15.15,2.16,All
2015-01-21,15.55,0.27,All
2015-01-22,15.29,0.01,All
2015-01-23,14.94,0.0,All
2015-01-24,15.07,0.0,All
2015-01-25,14.48,0.0,All
2015-01-26,13.2,0.0,All
2015-01-27,14.45,0.0,All
2015-01-28,14.38,0.0,All
2015-01-29,14.3,0.0,All
2015-01-30,14.45,0.0,All
2015-01-31,14.68,0.0,All
2015-02-01,14.18,0.0,All
2015-02-02,14.32,0.0,All
2015-02-03,14.9,0.0,All
2015-02-04,15.05,0.0,All
2015-02-05,14.99,0.0,All
2015-02-06,15.37,0.65,All
2015-02-07,15.45,0.0,All
2015-02-08,17.47,0.07,All
2015-02-09,17.64,0.03,All
2015-02-10,16.44,0.0,All
2015-02-11,17.24,0.0,All
2015-02-12,17.56,0.0,All
2015-02-13,16.93,0.0,All
2015-02-14,17.67,0.0,All
2015-02-15,18.18,1.58,All
2015-02-16,17.28,1.53,All
2015-02-17,17.23,2.91,All
2015-02-18,17.54,1.09,All
2015-02-19,17.56,0.01,All
2015-02-20,18.4,0.01,All
2015-02-21,18.55,0.05,All
2015-02-22,17.44,0.28,All
2015-02-23,17.67,0.2,All
2015-02-24,17.75,0.03,All
2015-02-25,17.78,0.0,All
2015-02-26,17.72,0.0,All
2015-02-27,16.82,0.0,All
2015-02-28,17.08,0.0,All
2015-03-01,17.02,0.0,All
2015-03-02,17.11,0.0,All
2015-03-03,17.01,0.0,All
2015-03-04,17.31,0.0,All
2015-03-05,17.02,0.0,All
2015-03-06,17.35,0.0,All
2015-03-07,17.41,0.0,All
2015-03-08,17.17,0.0,All
2015-03-09,16.85,0.0,All
2015-03-10,17.65,0.0,All
2015-03-11,18.67,0.0,All
2015-03-12,19.37,2.0,All
2015-03-13,19.23,0.26,All
2015-03-14,17.89,0.0,All
2015-03-15,17.98,0.0,All
2015-03-16,18.61,0.0,All
2015-03-17,19.17,0.36,All
2015-03-18,18.79,0.13,All
2015-03-19,18.86,1.26,All
2015-03-20,18.92,1.0,All
2015-03-21,18.38,4.46,All
2015-03-22,17.52,4.36,All
2015-03-23,17.21,2.31,All
2015-03-24,16.76,1.76,All
2015-03-25,17.5,1.17,All
2015-03-26,18.04,0.29,All
2015-03-27,18.66,0.0,All
2015-03-28,18.48,0.0,All
2015-03-29,19.31,0.0,All
2015-03-30,18.3,0.0,All
2015-03-31,18.3,0.0,All
2015-04-01,18.66,0.0,All
2015-04-02,18.74,0.0,All
2015-04-03,18.57,0.04,All
2015-04-04,19.06,0.01,All
2015-04-05,18.92,0.0,All
2015-04-06,19.12,0.01,All
2015-04-07,19.91,0.28,All
2015-04-08,19.65,0.03,All
2015-04-09,19.22,1.08,All
2015-04-10,19.89,0.01,All
2015-04-11,20.58,0.0,All
2015-04-12,19.54,0.01,All
2015-04-13,18.03,0.08,All
2015-04-14,18.84,0.35,All
2015-04-15,18.87,0.42,All
2015-04-16,18.8,0.28,All
2015-04-17,17.84,0.0,All
2015-04-18,18.56,0.0,All
2015-04-19,19.86,0.02,All
2015-04-20,19.77,0.0,All
2015-04-21,18.87,0.01,All
2015-04-22,19.85,0.01,All
2015-04-23,20.07,0.08,All
2015-04-24,20.46,0.0,All
2015-04-25,20.7,2.72,All
2015-04-26,19.35,1.49,All
2015-04-27,19.66,0.21,All
2015-04-28,19.33,0.05,All
2015-04-29,18.8,0.0,All
2015-04-30,19.55,0.0,All
2015-05-01,20.06,0.0,All
2015-05-02,19.51,0.48,All
2015-05-03,18.86,2.85,All
2015-05-04,16.91,5.54,All
2015-05-05,16.28,5.85,All
2015-05-06,16.05,16.47,All
2015-05-07,17.3,1.77,All
2015-05-08,16.71,3.46,All
2015-05-09,17.73,4.25,All
2015-05-10,16.4,7.2,All
2015-05-11,17.51,2.37,All
2015-05-12,18.41,0.55,All
2015-05-13,19.02,0.01,All
2015-05-14,18.81,0.63,All
2015-05-15,19.19,0.09,All
2015-05-16,18.69,0.0,All
2015-05-17,19.09,0.0,All
2015-05-18,19.79,0.0,All
2015-05-19,19.12,0.0,All
2015-05-20,19.65,0.0,All
2015-05-21,20.18,0.03,All
2015-05-22,19.72,3.45,All
2015-05-23,19.11,7.54,All
2015-05-24,19.96,4.96,All
2015-05-25,18.45,29.07,All
2015-05-26,17.6,34.38,All
2015-05-27,17.25,1.52,All
2015-05-28,15.62,6.77,All
2015-05-29,16.1,1.39,All
2015-05-30,17.55,0.9,All
2015-05-31,17.75,0.88,All
2015-06-01,17.6,0.93,All
2015-06-02,16.06,4.55,All
2015-06-03,17.01,0.0,All
2015-06-04,18.08,0.03,All
2015-06-05,18.25,0.14,All
2015-06-06,18.46,0.1,All
2015-06-07,18.19,1.44,All
2015-06-08,17.95,0.41,All
2015-06-09,17.83,3.35,All
2015-06-10,18.45,3.08,All
2015-06-11,18.73,2.77,All
2015-06-12,18.75,2.97,All
2015-06-13,18.72,1.7,All
2015-06-14,18.97,1.58,All
2015-06-15,19.57,1.91,All
2015-06-16,19.08,2.03,All
2015-06-17,18.99,2.15,All
2015-06-18,18.94,3.21,All
2015-06-19,18.76,4.8,All
2015-06-20,18.7,0.99,All
2015-06-21,17.92,5.64,All
2015-06-22,16.34,14.32,All
2015-06-23,15.95,8.72,All
2015-06-24,15.93,17.52,All
2015-06-25,16.58,11.2,All
2015-06-26,16.51,8.96,All
2015-06-27,15.79,23.89,All
2015-06-28,15.78,9.68,All
2015-06-29,15.65,14.68,All
2015-06-30,16.06,4.47,All
2015-07-01,16.16,0.9,All
2015-07-02,16.41,0.38,All
2015-07-03,16.29,0.88,All
2015-07-04,16.61,0.61,All
2015-07-05,16.42,2.9,All
2015-07-06,17.08,2.22,All
2015-07-07,17.43,1.22,All
2015-07-08,18.17,0.91,All
2015-07-09,17.45,10.52,All
2015-07-10,17.22,13.17,All
2015-07-11,17.9,8.66,All
2015-07-12,17.1,5.1,All
2015-07-13,16.28,18.65,All
2015-07-14,15.49,3.09,All
2015-07-15,16.45,7.84,All
2015-07-16,16.15,21.63,All
2015-07-17,16.66,9.1,All
2015-07-18,16.65,17.74,All
2015-07-19,16.68,7.57,All
2015-07-20,16.48,11.68,All
2015-07-21,16.28,16.45,All
2015-07-22,16.62,5.87,All
2015-07-23,16.24,8.87,All
2015-07-24,16.18,13.32,All
2015-07-25,16.71,2.97,All
2015-07-26,17.31,1.31,All
2015-07-27,17.34,9.74,All
2015-07-28,16.49,6.13,All
2015-07-29,16.52,4.25,All
2015-07-30,15.84,11.34,All
2015-07-31,15.69,9.48,All
2015-08-01,15.37,9.67,All
2015-08-02,15.61,7.49,All
2015-08-03,15.97,23.46,All
2015-08-04,16.23,11.18,All
2015-08-05,16.28,19.73,All
2015-08-06,14.97,20.57,All
2015-08-07,15.31,16.0,All
2015-08-08,15.52,6.0,All
2015-08-09,16.74,2.47,All
2015-08-10,15.99,17.4,All
2015-08-11,16.35,2.71,All
2015-08-12,17.13,4.34,All
2015-08-13,16.7,15.56,All
2015-08-14,15.51,22.27,All
2015-08-15,14.6,11.91,All
2015-08-16,15.67,8.88,All
2015-08-17,16.25,3.05,All
2015-08-18,16.27,5.21,All
2015-08-19,15.74,15.58,All
2015-08-20,16.84,1.9,All
2015-08-21,16.76,5.53,All
2015-08-22,16.35,6.63,All
2015-08-23,16.11,2.34,All
2015-08-24,16.11,5.32,All
2015-08-25,15.82,6.8,All
2015-08-26,15.35,3.61,All
2015-08-27,15.92,2.81,All
2015-08-28,15.55,10.69,All
2015-08-29,16.23,5.22,All
2015-08-30,16.66,2.44,All
2015-08-31,15.86,5.4,All
2015-09-01,16.05,0.74,All
2015-09-02,16.28,0.53,All
2015-09-03,16.63,0.93,All
2015-09-04,16.99,3.4,All
2015-09-05,16.38,4.58,All
2015-09-06,16.97,2.16,All
2015-09-07,16.2,2.76,All
2015-09-08,15.76,9.58,All
2015-09-09,14.55,9.09,All
2015-09-10,15.89,1.67,All
2015-09-11,15.69,0.81,All
2015-09-12,16.15,0.54,All
2015-09-13,15.63,2.68,All
2015-09-14,15.81,2.91,All
2015-09-15,15.48,4.37,All
2015-09-16,15.77,0.33,All
2015-09-17,15.59,2.3,All
2015-09-18,16.3,1.67,All
2015-09-19,15.96,1.49,All
2015-09-20,16.79,0.45,All
2015-09-21,16.86,0.31,All
2015-09-22,15.57,1.7,All
2015-09-23,16.16,1.38,All
2015-09-24,15.59,5.05,All
2015-09-25,15.28,0.35,All
2015-09-26,14.94,0.74,All
2015-09-27,15.72,2.02,All
2015-09-28,15.87,3.69,All
2015-09-29,15.78,8.66,All
2015-09-30,15.06,0.22,All
2015-10-01,14.45,0.28,All
2015-10-02,14.62,0.13,All
2015-10-03,14.46,0.01,All
2015-10-04,14.71,0.02,All
2015-10-05,14.86,1.08,All
2015-10-06,16.11,3.95,All
2015-10-07,15.86,0.48,All
2015-10-08,16.04,0.27,All
2015-10-09,15.54,0.01,All
2015-10-10,15.58,0.02,All
2015-10-11,15.98,0.16,All
2015-10-12,16.16,0.03,All
2015-10-13,15.55,0.0,All
2015-10-14,14.98,0.0,All
2015-10-15,15.06,0.0,All
2015-10-16,14.88,0.0,All
2015-10-17,15.19,0.03,All
2015-10-18,13.73,0.33,All
2015-10-19,15.56,0.04,All
2015-10-20,15.73,0.03,All
2015-10-21,15.25,0.01,All
2015-10-22,15.26,0.0,All
2015-10-23,15.43,0.09,All
2015-10-24,14.95,0.0,All
2015-10-25,14.96,0.0,All
2015-10-26,16.22,0.0,All
2015-10-27,16.02,0.0,All
2015-10-28,15.78,0.17,All
2015-10-29,15.38,0.1,All
2015-10-30,15.7,0.17,All
2015-10-31,16.16,0.76,All
2015-11-01,16.22,1.8,All
2015-11-02,15.61,0.48,All
2015-11-03,16.1,0.87,All
2015-11-04,15.95,0.38,All
2015-11-05,15.72,0.67,All
2015-11-06,15.86,0.28,All
2015-11-07,15.83,1.71,All
2015-11-08,15.34,0.09,All
2015-11-09,14.8,0.05,All
2015-11-10,16.29,0.41,All
2015-11-11,16.66,0.95,All
2015-11-12,15.22,4.39,All
2015-11-13,15.15,2.11,All
2015-11-14,13.94,0.03,All
2015-11-15,13.05,0.0,All
2015-11-16,14.14,0.09,All
2015-11-17,15.69,0.2,All
2015-11-18,15.58,0.66,All
2015-11-19,14.87,0.07,All
2015-11-20,14.6,0.0,All
2015-11-21,13.61,0.0,All
2015-11-22,13.21,0.0,All
2015-11-23,13.16,0.09,All
2015-11-24,13.93,0.0,All
2015-11-25,15.47,0.04,All
2015-11-26,14.19,0.2,All
2015-11-27,14.37,1.81,All
2015-11-28,15.15,0.17,All
2015-11-29,14.46,0.28,All
2015-11-30,14.09,0.04,All
2015-12-01,15.62,0.02,All
2015-12-02,15.19,0.79,All
2015-12-03,14.13,0.01,All
2015-12-04,14.38,0.04,All
2015-12-05,15.93,0.33,All
2015-12-06,16.58,3.21,All
2015-12-07,16.35,4.26,All
2015-12-08,16.34,1.11,All
2015-12-09,15.68,1.16,All
2015-12-10,15.31,2.56,All
2015-12-11,15.53,6.44,All
2015-12-12,14.81,2.05,All
2015-12-13,15.86,1.38,All
2015-12-14,15.92,1.87,All
2015-12-15,15.63,0.22,All
2015-12-16,14.76,0.08,All
2015-12-17,14.61,0.02,All
2015-12-18,14.9,0.02,All
2015-12-19,14.89,0.02,All
2015-12-20,14.06,0.1,All
2015-12-21,13.52,0.01,All
2015-12-22,14.21,0.0,All
2015-12-23,13.99,0.0,All
2015-12-24,14.9,0.04,All
2015-12-25,14.78,1.07,All
2015-12-26,15.37,0.33,All
2015-12-27,15.4,0.83,All
2015-12-28,13.64,0.03,All
2015-12-29,13.71,0.03,All
2015-12-30,16.04,0.0,All
2015-12-31,16.62,0.04,All
2016-01-01,15.97,0.01,All
2016-01-02,15.42,0.0,All
2016-01-03,14.82,0.88,All
2016-01-04,15.39,0.24,All
2016-01-05,15.51,0.09,All
2016-01-06,16.75,0.66,All
2016-01-07,16.89,0.97,All
2016-01-08,16.98,1.38,All
2016-01-09,17.8,0.77,All
2016-01-10,17.46,0.21,All
2016-01-11,16.79,0.86,All
2016-01-12,15.93,3.07,All
2016-01-13,15.83,3.33,All
2016-01-14,15.92,6.18,All
2016-01-15,14.59,10.99,All
2016-01-16,14.71,1.37,All
2016-01-17,15.76,0.22,All
2016-01-18,15.83,0.04,All
2016-01-19,16.45,0.02,All
2016-01-20,15.92,0.0,All
2016-01-21,15.65,0.0,All
2016-01-22,16.26,0.0,All
2016-01-23,16.11,0.0,All
2016-01-24,16.32,0.0,All
2016-01-25,15.73,0.0,All
2016-01-26,14.93,0.0,All
2016-01-27,16.22,0.0,All
2016-01-28,16.63,0.11,All
2016-01-29,16.31,0.02,All
2016-01-30,15.48,0.01,All
2016-01-31,15.93,0.09,All
2016-02-01,16.73,0.03,All
2016-02-02,15.06,0.01,All
2016-02-03,15.73,0.0,All
2016-02-04,15.99,0.0,All
2016-02-05,15.66,0.0,All
2016-02-06,16.8,0.01,All
2016-02-07,18.26,0.15,All
2016-02-08,18.2,0.3,All
2016-02-09,17.76,0.22,All
2016-02-10,18.13,0.24,All
2016-02-11,18.24,0.32,All
2016-02-12,18.17,0.19,All
2016-02-13,18.75,0.02,All
2016-02-14,18.78,0.0,All
2016-02-15,17.66,0.0,All
2016-02-16,17.7,0.01,All
2016-02-17,18.33,2.36,All
2016-02-18,17.61,2.57,All
2016-02-19,17.5,0.01,All
2016-02-20,16.0,0.0,All
2016-02-21,17.23,0.0,All
2016-02-22,19.08,0.12,All
2016-02-23,18.84,0.39,All
2016-02-24,18.34,5.43,All
2016-02-25,17.87,5.35,All
2016-02-26,17.67,1.69,All
2016-02-27,17.54,0.6,All
2016-02-28,16.92,0.0,All
2016-02-29,17.04,0.0,All
2016-03-01,18.09,0.0,All
2016-03-02,20.16,0.01,All
2016-03-03,19.94,0.83,All
2016-03-04,18.62,2.18,All
2016-03-05,19.86,0.29,All
2016-03-06,19.05,8.6,All
2016-03-07,19.56,9.28,All
2016-03-08,18.94,0.47,All
2016-03-09,18.21,2.58,All
2016-03-10,17.96,1.77,All
2016-03-11,17.8,0.13,All
2016-03-12,18.55,0.1,All
2016-03-13,19.08,0.0,All
2016-03-14,18.71,0.0,All
2016-03-15,19.21,0.0,All
2016-03-16,18.76,0.0,All
2016-03-17,18.77,0.02,All
2016-03-18,18.68,0.63,All
2016-03-19,17.82,2.46,All
2016-03-20,17.93,1.72,All
2016-03-21,19.18,0.29,All
2016-03-22,19.78,2.97,All
2016-03-23,18.91,4.54,All
2016-03-24,17.8,2.94,All
2016-03-25,17.41,1.27,All
2016-03-26,18.5,0.21,All
2016-03-27,19.73,0.14,All
2016-03-28,20.85,0.02,All
2016-03-29,20.17,0.11,All
2016-03-30,18.93,0.35,All
2016-03-31,19.46,0.14,All
2016-04-01,19.32,1.43,All
2016-04-02,17.85,11.34,All
2016-04-03,17.85,7.73,All
2016-04-04,19.21,3.67,All
2016-04-05,20.08,0.26,All
2016-04-06,19.65,1.57,All
2016-04-07,19.53,2.13,All
2016-04-08,20.46,0.25,All
2016-04-09,20.58,0.4,All
2016-04-10,19.44,4.11,All
2016-04-11,18.88,5.62,All
2016-04-12,18.71,3.46,All
2016-04-13,19.9,9.01,All
2016-04-14,18.25,11.19,All
2016-04-15,18.0,6.58,All
2016-04-16,17.81,3.16,All
2016-04-17,16.56,2.71,All
2016-04-18,17.83,2.26,All
2016-04-19,19.14,0.5,All
2016-04-20,17.62,2.37,All
2016-04-21,17.89,0.5,All
2016-04-22,18.0,0.67,All
2016-04-23,18.37,0.25,All
2016-04-24,19.01,1.26,All
2016-04-25,18.78,1.14,All
2016-04-26,17.3,6.18,All
2016-04-27,16.63,9.12,All
2016-04-28,17.15,6.79,All
2016-04-29,16.66,3.18,All
2016-04-30,15.68,13.27,All
2016-05-01,15.59,10.6,All
2016-05-02,16.3,4.93,All
2016-05-03,16.89,10.76,All
2016-05-04,16.01,5.41,All
2016-05-05,16.46,6.32,All
2016-05-06,15.43,8.21,All
2016-05-07,15.61,4.92,All
2016-05-08,15.46,1.51,All
2016-05-09,16.86,6.8,All
2016-05-10,15.26,21.37,All
2016-05-11,16.33,7.35,All
2016-05-12,16.11,21.54,All
2016-05-13,16.69,12.14,All
2016-05-14,17.2,0.93,All
2016-05-15,16.36,3.28,All
2016-05-16,16.63,0.99,All
2016-05-17,17.48,4.76,All
2016-05-18,18.01,2.25,All
2016-05-19,18.35,0.06,All
2016-05-20,18.44,0.1,All
2016-05-21,18.13,0.18,All
2016-05-22,17.57,0.49,All
2016-05-23,17.58,1.14,All
2016-05-24,17.23,2.61,All
2016-05-25,17.5,7.12,All
2016-05-26,16.61,9.32,All
2016-05-27,17.14,4.18,All
2016-05-28,16.79,3.84,All
2016-05-29,16.59,0.08,All
2016-05-30,16.76,0.87,All
2016-05-31,17.49,2.33,All
2016-06-01,17.59,0.15,All
2016-06-02,17.97,0.02,All
2016-06-03,18.76,0.23,All
2016-06-04,18.87,1.71,All
2016-06-05,17.94,2.61,All
2016-06-06,17.2,1.56,All
2016-06-07,17.27,4.06,All
2016-06-08,17.21,1.71,All
2016-06-09,18.21,0.92,All
2016-06-10,17.98,3.72,All
2016-06-11,17.89,3.0,All
2016-06-12,18.52,0.09,All
2016-06-13,19.11,1.0,All
2016-06-14,18.32,5.07,All
2016-06-15,17.64,0.78,All
2016-06-16,17.44,0.88,All
2016-06-17,16.57,2.06,All
2016-06-18,15.82,3.63,All
2016-06-19,16.23,1.51,All
2016-06-20,15.46,5.78,All
2016-06-21,16.11,4.05,All
2016-06-22,16.41,4.7,All
2016-06-23,15.6,7.99,All
2016-06-24,15.89,4.69,All
2016-06-25,16.54,3.19,All
2016-06-26,16.69,5.94,All
2016-06-27,16.77,14.06,All
2016-06-28,15.9,6.07,All
2016-06-29,16.13,7.16,All
2016-06-30,16.11,3.92,All
2016-07-01,16.35,6.28,All
2016-07-02,16.52,6.97,All
2016-07-03,15.46,4.84,All
2016-07-04,15.59,11.38,All
2016-07-05,15.83,3.56,All
2016-07-06,15.89,8.13,All
2016-07-07,16.12,7.85,All
2016-07-08,15.61,8.44,All
2016-07-09,16.53,3.2,All
2016-07-10,15.2,25.19,All
2016-07-11,14.25,8.28,All
2016-07-12,15.54,5.82,All
2016-07-13,16.47,1.51,All
2016-07-14,15.82,6.18,All
2016-07-15,15.22,27.65,All
2016-07-16,16.65,2.71,All
2016-07-17,17.58,7.87,All
2016-07-18,17.07,7.55,All
2016-07-19,16.03,7.32,All
2016-07-20,16.05,5.69,All
2016-07-21,15.35,10.35,All
2016-07-22,14.85,8.94,All
2016-07-23,15.57,4.94,All
2016-07-24,15.03,6.46,All
2016-07-25,15.49,3.99,All
2016-07-26,16.66,3.5,All
2016-07-27,16.13,5.1,All
2016-07-28,15.63,11.2,All
2016-07-29,15.52,12.09,All
2016-07-30,15.4,2.86,All
2016-07-31,15.4,1.8,All
2016-08-01,15.57,9.55,All
2016-08-02,15.58,13.54,All
2016-08-03,15.55,6.0,All
2016-08-04,15.19,2.2,All
2016-08-05,16.25,6.45,All
2016-08-06,15.79,6.3,All
2016-08-07,15.87,9.24,All
2016-08-08,15.75,8.8,All
2016-08-09,15.43,13.47,All
2016-08-10,14.66,21.81,All
2016-08-11,14.95,17.63,All
2016-08-12,15.88,11.21,All
2016-08-13,15.93,5.2,All
2016-08-14,16.51,2.44,All
2016-08-15,16.37,6.08,All
2016-08-16,16.25,4.19,All
2016-08-17,14.75,18.91,All
2016-08-18,13.78,18.46,All
2016-08-19,14.68,18.39,All
2016-08-20,14.67,9.44,All
2016-08-21,15.15,3.14,All
2016-08-22,16.04,2.96,All
2016-08-23,16.04,3.95,All
2016-08-24,15.61,9.41,All
2016-08-25,15.04,6.44,All
2016-08-26,14.94,11.8,All
2016-08-27,15.63,3.85,All
2016-08-28,15.57,13.31,All
2016-08-29,14.54,7.2,All
2016-08-30,15.11,17.27,All
2016-08-31,15.69,9.03,All
2016-09-01,15.56,17.39,All
2016-09-02,15.03,14.6,All
2016-09-03,14.88,18.82,All
2016-09-04,15.27,1.4,All
2016-09-05,15.35,0.34,All
2016-09-06,15.47,2.01,All
2016-09-07,16.13,1.6,All
2016-09-08,16.15,5.42,All
2016-09-09,14.54,15.67,All
2016-09-10,14.91,6.71,All
2016-09-11,15.34,2.19,All
2016-09-12,16.1,4.81,All
2016-09-13,15.71,4.15,All
2016-09-14,15.14,1.55,All
2016-09-15,15.18,0.61,All
2016-09-16,15.79,1.6,All
2016-09-17,15.68,10.77,All
2016-09-18,14.23,15.35,All
2016-09-19,14.19,6.68,All
2016-09-20,14.48,0.8,All
2016-09-21,14.88,0.45,All
2016-09-22,15.09,0.14,All
2016-09-23,15.17,2.75,All
2016-09-24,16.37,1.66,All
2016-09-25,14.93,12.97,All
2016-09-26,15.35,11.32,All
2016-09-27,14.85,5.96,All
2016-09-28,15.17,4.58,All
2016-09-29,15.14,8.6,All
2016-09-30,15.43,13.95,All
2016-10-01,14.67,21.77,All
2016-10-02,14.44,10.1,All
2016-10-03,14.13,1.48,All
2016-10-04,13.66,0.01,All
2016-10-05,13.63,1.19,All
2016-10-06,13.75,0.05,All
2016-10-07,13.67,0.01,All
2016-10-08,13.7,0.0,All
2016-10-09,13.6,0.0,All
2016-10-10,13.71,0.02,All
2016-10-11,14.68,1.26,All
2016-10-12,14.58,3.6,All
2016-10-13,14.11,1.01,All
2016-10-14,14.13,0.32,All
2016-10-15,13.9,0.01,All
2016-10-16,13.47,0.1,All
2016-10-17,13.07,0.0,All
2016-10-18,13.67,0.0,All
2016-10-19,14.54,0.17,All
2016-10-20,14.68,0.2,All
2016-10-21,14.94,1.99,All
2016-10-22,15.25,2.4,All
2016-10-23,14.54,0.87,All
2016-10-24,13.74,0.02,All
2016-10-25,13.43,0.0,All
2016-10-26,12.89,0.02,All
2016-10-27,12.77,0.0,All
2016-10-28,12.51,0.0,All
2016-10-29,13.07,0.04,All
2016-10-30,13.11,0.01,All
2016-10-31,11.54,0.0,All
2016-11-01,11.88,0.0,All
2016-11-02,12.28,0.0,All
2016-11-03,12.55,0.0,All
2016-11-04,12.66,0.0,All
2016-11-05,12.9,0.0,All
2016-11-06,13.28,0.0,All
2016-11-07,13.71,0.0,All
2016-11-08,12.61,0.11,All
2016-11-09,12.15,0.02,All
2016-11-10,11.86,0.0,All
2016-11-11,11.06,0.0,All
2016-11-12,10.54,0.0,All
2016-11-13,10.08,0.0,All
2016-11-14,10.46,0.0,All
2016-11-15,12.24,0.0,All
2016-11-16,12.85,0.0,All
2016-11-17,13.13,0.01,All
2016-11-18,13.55,0.05,All
2016-11-19,13.9,0.15,All
2016-11-20,13.59,0.0,All
2016-11-21,13.97,0.0,All
2016-11-22,15.06,0.0,All
2016-11-23,16.15,0.05,All
2016-11-24,16.86,0.04,All
2016-11-25,16.74,0.24,All
2016-11-26,15.48,0.87,All
2016-11-27,15.15,3.07,All
2016-11-28,14.99,2.22,All
2016-11-29,13.98,0.01,All
2016-11-30,13.62,0.14,All
2016-12-01,14.69,0.16,All
2016-12-02,13.43,1.58,All
2016-12-03,13.28,0.02,All
2016-12-04,11.49,0.0,All
2016-12-05,10.28,0.0,All
2016-12-06,10.7,0.0,All
2016-12-07,11.17,0.0,All
2016-12-08,11.81,0.0,All
2016-12-09,12.39,0.0,All
2016-12-10,12.78,0.0,All
2016-12-11,13.51,0.0,All
2016-12-12,13.39,0.0,All
2016-12-13,13.6,0.03,All
2016-12-14,14.52,0.22,All
2016-12-15,15.01,0.06,All
2016-12-16,13.69,0.0,All
2016-12-17,13.36,0.0,All
2016-12-18,11.92,0.0,All
2016-12-19,11.58,0.0,All
2016-12-20,13.7,0.03,All
2016-12-21,13.97,0.04,All
2016-12-22,14.61,0.01,All
2016-12-23,13.68,0.0,All
2016-12-24,13.6,0.0,All
2016-12-25,14.5,0.0,All
2016-12-26,13.17,0.0,All
2016-12-27,12.27,0.0,All
2016-12-28,12.5,0.0,All
2016-12-29,13.56,0.0,All
2016-12-30,12.86,0.0,All
2016-12-31,10.78,0.0,All
2017-01-01,10.59,0.0,All
2017-01-02,12.49,0.0,All
2017-01-03,12.53,0.0,All
2017-01-04,11.77,0.0,All
2017-01-05,11.12,0.0,All
2017-01-06,10.79,0.0,All
2017-01-07,11.77,0.0,All
2017-01-08,12.08,0.0,All
2017-01-09,11.88,0.0,All
2017-01-10,10.69,0.0,All
2017-01-11,10.57,0.0,All
2017-01-12,10.96,0.0,All
2017-01-13,11.77,0.0,All
2017-01-14,13.79,0.0,All
2017-01-15,13.37,0.0,All
2017-01-16,12.98,0.0,All
2017-01-17,12.83,0.0,All
2017-01-18,13.54,0.0,All
2017-01-19,14.02,0.0,All
2017-01-20,14.75,0.0,All
2017-01-21,14.92,0.0,All
2017-01-22,14.79,0.0,All
2017-01-23,14.1,0.0,All
2017-01-24,14.9,0.0,All
2017-01-25,14.65,0.0,All
2017-01-26,14.35,0.0,All
2017-01-27,16.71,0.0,All
2017-01-28,17.79,0.0,All
2017-01-29,17.36,0.0,All
2017-01-30,16.77,0.0,All
2017-01-31,16.53,0.0,All
2017-02-01,16.94,0.0,All
2017-02-02,15.42,0.0,All
2017-02-03,15.46,0.02,All
2017-02-04,16.07,0.26,All
2017-02-05,16.79,0.51,All
2017-02-06,17.14,0.02,All
2017-02-07,16.75,0.01,All
2017-02-08,16.7,0.08,All
2017-02-09,16.42,0.0,All
2017-02-10,16.45,0.0,All
2017-02-11,17.03,0.0,All
2017-02-12,18.63,0.11,All
2017-02-13,18.19,11.33,All
2017-02-14,14.63,82.3,All
2017-02-15,14.75,2.51,All
2017-02-16,15.04,1.73,All
2017-02-17,15.2,0.77,All
2017-02-18,15.06,1.27,All
2017-02-19,15.08,1.31,All
2017-02-20,14.61,0.21,All
2017-02-21,14.39,0.0,All
2017-02-22,15.94,0.01,All
2017-02-23,17.08,0.2,All
2017-02-24,16.28,0.85,All
2017-02-25,15.94,1.01,All
2017-02-26,16.32,1.46,All
2017-02-27,16.45,1.71,All
2017-02-28,15.46,0.45,All
2017-03-01,15.95,0.05,All
2017-03-02,17.51,2.59,All
2017-03-03,17.96,3.65,All
2017-03-04,17.61,1.15,All
2017-03-05,17.17,0.52,All
2017-03-06,17.22,0.15,All
2017-03-07,16.9,0.06,All
2017-03-08,17.25,1.05,All
2017-03-09,17.19,1.41,All
2017-03-10,16.81,0.41,All
2017-03-11,16.51,0.0,All
2017-03-12,16.53,0.0,All
2017-03-13,17.09,0.0,All
2017-03-14,16.66,0.0,All
2017-03-15,16.54,0.0,All
2017-03-16,16.84,0.0,All
2017-03-17,18.13,0.36,All
2017-03-18,17.92,1.77,All
2017-03-19,18.19,1.96,All
2017-03-20,18.31,1.17,All
2017-03-21,17.68,4.77,All
2017-03-22,16.4,11.2,All
2017-03-23,17.21,2.73,All
2017-03-24,18.4,0.47,All
2017-03-25,17.93,2.1,All
2017-03-26,18.17,0.52,All
2017-03-27,18.11,0.91,All
2017-03-28,17.52,11.76,All
2017-03-29,15.75,11.1,All
2017-03-30,16.27,1.2,All
2017-03-31,16.56,1.05,All
2017-04-01,16.87,0.57,All
